image,mask
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0005332.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0005332.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0004524.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0004524.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0001695_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0001695_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0000382.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0000382.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0001590_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0001590_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0002171_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0002171_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0001719_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0001719_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0009841.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0009841.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0009890_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0009890_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0001985.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0001985.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0000812_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0000812_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0002399_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0002399_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0009033.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0009033.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0002665.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0002665.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0000927.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0000927.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0009941.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0009941.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0004039.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0004039.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0007223_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0007223_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0004385.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0004385.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0008183_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0008183_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0006982_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0006982_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0000383_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0000383_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0006064_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0006064_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0003449.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0003449.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0003682.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0003682.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0002672.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0002672.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0005675.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0005675.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0000570_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0000570_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0002882_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0002882_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0002307_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0002307_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0001269_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0001269_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0002935.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0002935.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0005963.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0005963.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0001804.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0001804.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0008042.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0008042.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0001189.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0001189.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0005746.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0005746.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0003957.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0003957.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0001449_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0001449_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0007820_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0007820_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0006448_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0006448_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0003877_modified.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0003877_modified.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0004476.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0004476.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_7_0006318.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_7_0006318.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_8_0008740.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_8_0008740.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0009050.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0009050.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0002175.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0002175.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0008533.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0008533.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_6_0004329.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_6_0004329.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_5_0001446.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_5_0001446.png
/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/image/001_Acer_pseudoplatanus/Acer pseudoplatanus_9_0002014.jpg,/mnt/gsdata/projects/bigplantsens/2_UNET_on_Flora_Mask/01_MyDiv/Data/5_iNaturalist_myDiv_tree_species_filtered_by_month_60pZoomed_Ortho_Background/mask/001_Acer_pseudoplatanus/mask_Acer pseudoplatanus_9_0002014.png
